Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
משרד הבריאות,Health.gov.il,1.48E+14,335851,2020-03-13 13:37:14 EET,Status,301,120,37,6,12,0,9,2,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2639684466143448,"עדכונים אודות חולים 110-124 כולל: חולה מס 110- חולה בשנות השישים לחייה, ממרכז הארץ מגע של חולה מאומת. חולים 111,112- חולים בשנות השבעים לחייהם ממרכז הארץ. חזרו מטיול מאורגן במצרים ב- 5.3 5.3: טיסה מקהיר לנתב""ג בחברת אייר סיני, מספרה 4D 054, המראה ב- 08:55, נחיתה בארץ ב-10:15. 5.3: היו בסופר סל דיל ברחוב הלח""י 28 בבני ברק בשעות 18:30-19:30. מגעים אחרים שהיו איתם במגע קיבלו הודעה באופן אישי. חולה מס 113- חולה בשנות הארבעים לחייו ממרכז הארץ, שחזר מחופשת סקי באוסטריה 28/2 טיסה מתל אביב לציריך באל על, מספרה LY347, המראה ב- 07:30. 8/3 טיסה מציריך לתל אביב באל על מספר טיסה LY348, המראה ב- 12:40 ונחיתה בארץ ב-17:10. נמצא מחזרתו לארץ בבידוד ביתי. מגעים אחרים שהיו עימו במגע קיבלו הודעה באופן אישי. חולה מס 114- חולה בשנות העשרים לחייה, ממרכז הארץ מגע של חולים מאומתים. בבידוד ביתי מתאריך 10.3 חולה מס 115- חולה בשנות העשרים לחייה, ממרכז הארץ הגיעה ממילאנו בתאריך 8.3 (מתגוררת במילאנו). 8.3 טיסה בשעה 7:00 ממילאנו לתל אביב של חברת איזיג'ט EJO256, נחתה בנתב""ג 12:00. מאז הגעתה נמצאת בבידוד ביתי . חולים מס 116,117- זוג חולים בשנות השבעים לחייהם, ממרכז הארץ חזרו מטיול מאורגן במצרים בתאריך 5.3 25.2 : 9:00: טיסה מתל אביב לקהיר בחברת אייר סיני UD054 5.3: 11:00: טיסה מקהיר לתל אביב בחברת אייר סיני UD054 חולה מס 118- החולה הוא גבר בשנות השבעים לחייו מירושלים. חזר מארה""ב דרך לונדון. מגע בארה""ב עם מקרה מאומת. המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני. הלוך: 26.2: טיסת בריטיש אירוויז 162 מתל אביב ללונדון המראה בשעה 06:20. משם טיסת המשך לניו יורק. חזור: 8.3: בשעה 19:30 טיסה של חברת בריטיש אירוויז 112 מניו יורק ללונדון, נחיתה ב9.3 בשעה 06:25. 9.3: טיסה מלונדון לתל אביב בטיסה של חברת בריטיש אירוויז מספר 165 בשעה 08:05, נחיתה ב 9.3 בשעה 14:50. משם נסע לביתו ונכנס לבידוד. חולים 119,120,121,122 הם ילדים בגילאי 6-18 ממשפחה מאזור המרכז, מגעים של חולה ידוע. החקירה האפידמיולוגית ממשיכה, ובאם יתגלו פרטים נוספים, הם יפורסמו לציבור. חולה מס 123- החולה מצפון הארץ, חזר מארה""ב. הלוך: 25.2 : טיסה PS782 מנתבג לקייב. המראה 01:00 25.2 : טיסה PS231 מקייב לניו יורק. המראה 09:50. חזור: 4.3 : טיסה PS232 מניו יורק לקייב. המראה 23:30 4.3 :טיסה PS777 מקייב לת""א. המראה 19:15 6.3 : 11:30-13:00 סופר ברקול, צפת. 7.3 : 10:00-12:30 בית הכנסת שבט אחים, שכ' כנען, צפת 7.3: 21:00-21:30 סופר פארם בשערי העיר, צפת. 8.3: 07:30-16:00 מעון יום של חבד של נורית קרומבי, צפת. 8.3: 18:00-18:45 ניחום אבלים משפ' הלל, מושב עלמה. 9.3: 07:30-16:00 מעון יום של חבד של נורית קרומבי,צפת. חולה מס 124- חולה בשנות הארבעים לחייו ממרכז הארץ, חזר מחופשת סקי באוסטריה. הלוך: 29.2: 6:15 טיסה מתל אביב לווינה בחברת אוסטריאן-איירליינס 05860 29.2 : 9:45 טיסה מווינה לאינסבורק בחברת אוסטריאן-איירליינס 05903 חזור: 6.3 : 8:15 טיסה מאיסנבורק לווינה בחברת אוסטריאן איירליינס 05916 6.3 : 10:25 טיסה מוינה תל אביב בחברת אוסטריאן איירליינס 05857. נחיתה בנתב""ג בשעה 14:55. מחזרתו נמצא בבידוד ביתי. חולה מס 124- חולה בשנות הארבעים לחייו ממרכז הארץ, חזר מחופשת סקי באוסטריה. הלוך: 29.2: 6:15 טיסה מתל אביב לווינה בחברת אוסטריאן-איירליינס 05860 29.2 : 9:45 טיסה מווינה לאינסבורק בחברת אוסטריאן-איירליינס 05903 חזור: 6.3 : 8:15 טיסה מאיסנבורק לווינה בחברת אוסטריאן איירליינס 05916 6.3 : 10:25 טיסה מוינה תל אביב (truncated)",,,,,,,,-1.72
משרד הבריאות,Health.gov.il,1.48E+14,335851,2020-03-13 16:14:32 EET,Status,328,231,49,3,29,2,16,24,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2639937736118121,"עדכונים אודות חולים 125-127 כולל: חולה מס 125- חולה בשנות השלושים לחייה, ממרכז הארץ מגע של חולה מאומת. 3.3 : 18:00-20:00 אולם מספר 2, קולנוע קניון איילון 6.3 : 13:40-17:00 מסעדת פאיזו, דרך מנחם בגין 23, תל אביב מי שהיה במגע הדוק מקרב המשפחה ובמקום העבודה קיבל הודעה פרטנית. ____________________________________________________ חולה מס 126- חולה בשנות הששים, הגיעה מטוניס לארץ עם חניית ביניים בטורקיה. הועברה ע״י מד״א לתל השומר לבידוד מייד לאחר הנחיתה בארץ. 11.3 - 16:35 טיסה מטוניס לאיסטנבול מס׳ TK664 11-12.3 עקב עיכוב בשעת ההמראה של טיסה זו, לינה במלון EURO PARK באיסטנבול. 12.3- 07:45 טיסה מאיסטנבול לתל אביב מס׳ TK0784 ——————-———————————————— חולה מס 127- ‏ החולה הוא גבר בשנות השלושים לחייו מירושלים. מגע של חולה מאובחן. המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני. 4.3: יום רביעי ""ישיבה תיכונית מקור חיים"" שבכפר עציון בשעות 07:00-12:00 וכן בשעות 18:30 -19:45. 4.3: יום רביעי בית הספר ""ראשית"" רחוב דהומיי 6 ירושלים בשעות 12:50-14:50 בכיתה ו' של המורה ענבל וכן בכיתה ה' של המורה נועם. 4.3: סניף רמי לוי בצומת גוש עציון 20:00-20:40 5.3: 09:15 קו 35 מתחנת ""המפלצת"" לרחוב זנגביל ירושלים, בהמשך קו 27 מרחוב זנגביל לתחנת הר הרצל בירושלים בשעה 9:20-9:25,ואז עלה על הרכבת הקלה בשעה 09:25 עד לתחנת הטורים שם ירד בשעה 09:50. 5.3: בשעות 12:00-13:30 בית הכנסת ""זהרי חמה"" רחוב יפו ירושלים. 5.3: בשעה 16:00 רכבת קלה מתחנת יפו מרכז לתחנת הרכבת הר הרצל ירד בשעה 16:40.עלה בשעה 16:40 על קו 20 בתחנת הר הרצל לתחנה ברחוב ניקרגואה. 5.3: 20:50-23:00 מסעדת ""433 ""בצומת שילת. 6.3: ביקר בחנויות הבאות: סופר ""מחסני השוק"" בצומת אורה ירושלים בשעות 10:00-10:20, חנות TO GO ברחוב כנפי נשרים בגבעת שאול ירושלים 11:20-11:40, סופר פארם ברחוב כנפי נשרים ירושלים 11:40-11:50, 12:10-12:20 ""בזאר מיטל"" רחוב בית הדפוס 7 ירושלים, 12:20-12:25 ""קונדיטורית MOTIS"". 6.3: החל מהשעה 17:00 ועד למוצאי שבת (7.3) 18:30 ""ישיבה תיכונית מקור חיים"" בקיבוץ כפר עציון. 8.3: 12:00-12:10 סניף הבנק הבינלאומי ברחוב כנפי נשרים ירושלים. 8.3: בשעות 14:10-14:50 ""באגט שילת"" רחוב דהומיי ירושלים. 8.3: 18:00-19:50 עצרת תפילה בבית הכנסת ""זכור לאברהם"" ברחוב קולומביה 7 ירושלים. 9.3: 17:00-18:00 בית הכנסת ""שירת גנים"" רחוב הסביון 9 ירושלים 10.3: 18:00-19:00 קריאת מגילה באולם של המתנ""ס הקהילתי בשכונת קריית מנחם בירושלים. 11.3 : בשעות 07:30-08:45 בית הכנסת ""שירת גנים"" סביון 9 ירושלים. כל מי שהיה במקומות ובקווי התחבורה הנ""ל בזמנים שצוינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים: כללית 2700* מכבי 3555* מאוחדת 3833* לאומית 507* מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp",,,,,,,,-1.23
משרד הבריאות,Health.gov.il,1.48E+14,339485,2020-03-14 20:05:38 EET,Status,206,106,23,0,0,0,3,4,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2642356955876199,"עדכונים לגבי חולים 133-155: חולים מספר 133, 137, 138 ו-142- החולים הם גברים בשנות השלושים והארבעים לחייהם ממרכז הארץ, שהיו בחופשה באישביל באוסטריה. הלוך: 28.2 : טיסה מנתב""ג למינכן של חברת ישראיר, מספר 6H 261, המראה ב-12:15 ונחיתה ב-16:00. חזור: 7.3 : טיסת ישראייר מספר 6H 262, המראה ממינכן ב-16:15, נחיתה בנתב""ג ב-20:30. ————————————————— חולה מספר 134- גבר בשנות ה-70 לחייו מצפון הארץ שכעת מאושפז בבית חולים. הוא ביקר אצל רופא המשפחה וכן במכונים של קופת חולים לצורך בדיקות דם וצילום רנטגן. במסגרת החקירה האפידמיולוגית אותרו כל המגעים ההדוקים והם קיבלו הודעה פרטנית. הוא לא ביקר במקומות נוספים. —————————————————- חולה מספר 135- אשה בשנות השבעים לחייה ממרכז הארץ, שחזרה מטיול מאורגן ממצרים ב- 5.3. טיסת חזור ב-5.3 מקהיר לנתב""ג בחברת אייר סיני, מספרה 4D 054, המראה ב- 08:55, נחיתה בארץ ב-10:15. ב-8.3 בשעה 13:00 נסעה בקו 67 של חברת דן מתחנת ביאליק/שוטרת לתחנת בן גוריון/הרצל. מגעים אחרים שהיו איתה במגע קיבלו הודעה באופן אישי. ————————————————— חולים מספר 140 ו-143- גברים בשנות השלושים לחייהם ממרכז הארץ, שחזרו מסן פרנסיסקו. טיסת חזור באל על ב-8.3, מספרה LY022, המראה מסן פרנסיסקו בשעה 00:30. נחיתה בנתב""ג ב-9.3 בשעה 00:20. מגעים אחרים שהיו איתם במגע קיבלו הודעה באופן אישי. ————————————————— חולה מספר 141- חולה בשנות הארבעים לחייה, ממרכז הארץ. חזרה מלונדון. 5.3 : טיסת אל על LY316, המראה מלונדון ב-14:30, נחיתה בארץ ב-21:30. 6.3: 21:00-21:30 מוקד רפואה דחופה מכבי, רח' הנצח 3, רמת השרון. 6.3: 21:30-22:15 סופרפארם צמרות, רח' צמרות 2, הרצליה. כל שאר האנשים איתם היתה במגע קיבלו הודעה פרטנית. ————————————————— חולה מספר 146- גבר בשנות השלושים לחייו ממרכז הארץ, שהגיע מלונדון. המגעים הקרובים של החולה אותרו ומתודרכים באופן פרטני. 9.3 : טיסה מלונדון לתל אביב, טיסה מספר 4451 של חברת Wizz air (קוד חברה W9). 9.3: נסע ברכבת שיצאה ב- 21:35 מנתב""ג לתחנת קרית מוצקין, החליף רכבת לכיוון כרמיאל שיצאה ממוצקין ב-22:20, והגיע לתחנת כרמיאל בשעה 23:56. ————————————————- חולה מס 147- חולה בשנות הארבעים לחייה ממרכז הארץ חזרה מבריטניה ב10.3. 4.3 : 6:20 תל אביב-לונדון בריטיש-איירווייז 162BA 9.3 : 21:10 לונדון תל אביב בריטיש-איירווייז 163BA, נחיתה ב- 4:45 בנתב""ג (10.3). מחזרתה ארצה בבידוד ביתי. ————————————————- חולי קורונה מספר 148, 149, 151 ו-154- מדובר בבני משפחה של חולה ידוע. בני המשפחה היו בבידוד מיום האבחנה של החולה הידוע. ————————————————— חולה מס 150- חולה בשנות הארבעים לחייה ממרכז הארץ חזרה מארצות הברית בתאריך 9.3 1.3 : 16:00 טיסה מתל אביב לניו-יורק עם חברת אל-על LY011 8.3 : 21:10 טיסה מניו-יורק לתל אביב עם חברת אלעל LY008, נחיתה בנתב""ג ב17:00 (9.3). מחזרתה ארצה בבידוד ביתי. ————————————————— חולה מספר 153- חולה בשנות הארבעים לחייה, ממרכז הארץ חזרה משני טיולים ביוון ובריטניה. הלוך: 23.2 : טיסה מתל אביב לאתונה 29.2 : 6:20 טיסה מזקינטוס לאתונה בחברת סקיי-אקספרס 421O חזור: 29.2 : 22:30 טיסה מאתונה לתל אביב בחברת AEGEAN 3928A, 00:30 נחיתה בנתב""ג (1.3) הלוך: 3.3 : 7:00 טיסה מתל אביב ללונדון עם חברת VIRGIN טיסה 454 חזור: 8.3 : 13:30 טיסה מלונדון (לוטון) לתל אביב עם חברת WIZ טיסה 94451W 9.3 : 10:30-11:10 פלאפון, סניף אשדוד 9.3 : (truncated)",,,,,,,,-2.44
משרד הבריאות,Health.gov.il,1.48E+14,339485,2020-03-14 20:12:31 EET,Live Video Complete,603,491,107,76,3,4,8,7,0,crosspost,40316,62472,140045,00:24:38,https://www.facebook.com/Health.gov.il/posts/223720738817133,"ראש הממשלה בנימין נתניהו בהצהרות לתקשורת בתום התייעצות בנושא נגיף הקורונה. וידאו: לע""מ",https://www.facebook.com/Health.gov.il/videos/223720738817133/,,,"שידור חי! רה""מ נתניהו בהצהרות לתקשורת בתום התייעצות בנושא נגיף הקורונה",,,,-1.19
משרד החינוך,edu.gov.il,1.12E+14,276526,2020-03-14 22:29:59 EET,Photo,130,90,51,0,0,0,2,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2970995096298593,"בעקבות הודעת ראש הממשלה, משרד הבריאות והמטה לביטחון לאומי מהערב, גני הילדים ומוסדות החינוך המיוחד לא ילמדו החל ממחר (ראשון). המשמעות: 1. כ- 50.000 ילדי חינוך מיוחד הלומדים במוסדות החינוך המיוחד לא ילמדו. 2. לכ-.90,000 תלמידים בסיכון יינתן מענה חינוכי במרכזי החירום 3. כ- 20,000 תלמידים שנמצאים במסגרת הפנימיות לא ילמדו. מתוכם כ- 2,800 תלמידי נעל""ה ותלמידים שאינם ברי פינוי ישארו ללון בפנימיות, ויקבלו מענה חינוכי. כמו- כן, יתבטלו כל הפעילויות הבלתי פורמליות (כגון: טיולים, סיורים, פעילות של תנועות נוער, ארגוני נוער, מכינות קדם צבאיות, חוגים וצהרוניות). גם הבגרויות שאמורות היו להתקיים לאורך השבוע באנגלית בעל פה, באומנות מעשית ומבחני הלומדים במסלול יג ו- יד, לא יתקיימו.",https://www.facebook.com/edu.gov.il/photos/a.570361026362024/2970995046298598/?type=3,,‎'‎משרד החינוך הנחיות חדשות !‎'‎,,,,,2.02
משרד החינוך,edu.gov.il,1.12E+14,276526,2020-03-14 23:04:20 EET,Status,201,98,49,1,0,0,2,1,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2971047622960007,"הנחיות משרד החינוך בנושא הבגרויות: על פי ההנחיות שנקבעו בעקבות התפשטות נגיף הקורונה, החל מיום א' 15.3.2020 בתי הספר יהיו סגורים לגמרי, ובכללם החטיבות העליונות. בתוך כך, לא יתקיימו: ▪בחינות בגרות לכיתות י""ג י""ד ▪לא יתקיימו הבחינות המעשיות באומנות מוזיקה תיאטרון ומעבדה. ▪ לא יתקיימו בחינות באנגלית בע""פ. ▪לא יתקיימו מתכונות, ולא שיעורי תגבור לקראת מתכונות. ▪תלמידים לא יורשו להגיע לבתי הספר ואף המורים. ▪יש לסגור את המבנים ולהשאירם סגורים עד להודעה אחרת. מדניות המשרד היא למנוע פגיעה בבגרויות ואנו נמשיך לעדכן באופן שוטף.",,,,,,,,2.16
משרד הבריאות,Health.gov.il,1.48E+14,339485,2020-03-14 23:13:33 EET,Status,256,142,26,2,2,0,6,2,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2642635385848356,"חולה מס 158- החולה בשנות הארבעים לחייה, ממרכז הארץ, חזרה מצרפת בתאריך 3.3 הלוך: 27.2 טיסה מתל אביב לפריז חזור: 3.3 : 15:55: טיסה מפריז לתל אביב עם חברת אייר-פראנס 1120AF , נחיתה בנתב""ג 23:25. ————————————————— חולה מס 163- חולה בשנות העשרים לחייה, ממרכז הארץ חזרה מארצות הברית בתאריך 9.3.20 האוכלוסייה אשר באה במגע הדוק עם החולה קיבלה הודעה אישית. ————————————————— חולים מספר 165, 166, 167- החולים הם ממחוז אשקלון , שבו לארץ מלונדון. הלוך: 5.3: מתל אביב ללונדון בטיסה ЕZY 2084 שהמריאה בשעה 15:00. חזור: 10.3: מלונדון לתל אביב בטיסה ЕZY 2083 שהמריאה ב7:00. 10.3: 14:45 שאטל מבית הנתיבות לחניון לטווח ארוך. ————————————————- חולה מספר 95- החולה בן 36 ממרכז הארץ, חזר מפראג פעמיים- ב27.2 וב07.03. טיסת הלוך ראשונה: 25.2 : מספר טיסה OS860 חברת AUSTRIAN AIRLINES מתל אביב לוינה בשעה 06:10 טיסת המשך: 25.2 : מספר טיסה OS705 חברת AUSTRIAN AIRLINES מוינה לפראג בשעה 09:55 טיסת חזור ראשונה: 27.2 : מספר טיסה OS704 חברת AUSTRIAN AIRLINES מפראג לוינה בשעה 08:15 טיסת המשך: 27.2 : מספר טיסה OS857 חברת AUSTRIAN AIRLINES מוינה לתל אביב בשעה 10:25 טיסה הלוך שנייה: 04.03: מספר טיסה OS860 חברת AUSTRIAN AIRLINES מתל אביב לוינה שעת המראה 06:15 טיסת המשך: 04.03 : מספר טיסה OS705 מוינה לפראג שעת המראה 09:55, חברתAUSTRIAN AIRLINE טיסה חזור שנייה: 06.03 מספר טיסה LOT526 חברת POLISH AIRLINES מפראג לורשה שעת המראה 19:50 טיסת המשך: 06.03 מספר טיסה LOT151 חברת POLISH AIRLINES מורשה לישראל שעת המראה 22:50 28.2: 16:15-18:30 בית אבות ""הבית ברמת השרון"", דרך הנצח 23, רמת השרון. 2.3: 12:30-13:00 חמוס ""המשורר"" בתל אביב. 2.3: 19:00-19:15 הצבעה בקלפי, נווה ימין. 3.3: 15:40-16:00 סניף דואר ישראל, יד חרוצים 4, כפ""ס. 4.3: בסביבות השעות 3:15-4:30 נסיעה במונית, מתחנת ""מוניות הדר"" במרכז הארץ. אנשים נוספים שהיו איתו במגע קיבלו הודעה באופן אישי. ————————————————— חולה מספר 170- חולה בשנות העשרה לחייה, ממרכז הארץ, מגע של חולה מאומת. האוכלוסייה שבאה במגע הדוק עם החולה, קבלה הודעה אישית. ———————————————— חולה מס 171- גבר בשנות העשרים לחייו ממרכז הארץ, מגע של חולה ידועה. 7.3 : בשעות 12:00-17:00 במסעדת ""אלבי"", רחוב עולי ציון 6, תל אביב. 9.3 ו-10.3 : בכל שעות פעילות מועדון ""זוזו"", שדרות רוטשילד 32, תל אביב. 9.3 : בשעות 12:00-13:00 בסניף בנק פועלים ברחוב ישראל גורי 34, תל אביב. 12.3 : בשעות 15:00-16:30 בחנות ""מיניסינו"" בקניון הזהב, רחוב דויד שחרוב 21, ראשל""צ. מגעים אחרים שהיו איתו במגע קיבלו הודעה באופן אישי. ———————————————- חולה מספר 172- אישה בשנות החמישים לחייה מירושלים, חזרה מצרפת. 1.3: טיסה מספר 323 של חברת אל על בשעה 09:00 מתל אביב לפריז. 8.3: טיסה של חברת אל על מספר 324 מפריז שיצאה בשעה 14:45 ונחתה בתל אביב בשעה 20:00. 8.3: מונית של חברת ""נשר"" בשעה 21:30 מנתב""ג לשכונת הר נוף בירושלים. המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני. ————————————————— חולה מספר 175- החולה ממחוז חיפה, חזר מטנריף ב-3.3. נכנס לבידוד מתאריך 4.3 ומאז לא היו לו מגעים נוספים. מצב בריאותו בינוני. הלוך: 25.2 : טיסת איבריה מתל אביב למדריד, שעת המראה 06:00 ושעת נחיתה 10:30. מספר טיסה ib3317 25.2: טיסת המשך איבריה ממדריד לטנריף בתאריך 25.2.20 שעת המראה 13:45 שעת נחיתה 15:35. מספר טיסה ib3940. חזור: 3.3 : טיסת איבריה מטנריף למדריד, שעת המראה 11:05 שעת נחיתה 14:55. מספר טיסה (truncated)",,,,,,,,-1.92
משרד הבריאות,Health.gov.il,1.48E+14,339485,2020-03-15 01:50:48 EET,Status,1948,1060,1382,13,20,1,21,5,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2642830435828851,"מצורפות הוראות משרד הבריאות מהערב, 15.3.20 - מוסדות חינוך: • כל מוסדות החינוך יפסיקו לפעול, ללא קשר למספר הילדים במסגרת. בכלל זה ייסגרו גם מסגרות החינוך המיוחד, הפנימיות, מעונות היום, המשפחתונים, מחנות הנוער, הקייטנות והצהרונים. כמו כן ייסגרו: • קניונים (למעט מרכולים ובתי מרקחת, מקומות שמוכרים מזון שלא לצריכה במקום) • דיסקוטקים, ברים, פאבים ובתי אוכל ובכלל זה בתי אוכל בבתי מלון (למעט הפעלת בתי אוכל שיספקו מזון שלא לצריכה במקום) • אולמות אירועים • חדרי כושר ובריכות שחיה, פארקי מים, גן חיות, ספארי, פינות חי • מקוואות (גברים), בית מרחץ • בתי קולנוע, תיאטרון ומוסדות תרבות אחרים • מתקני שעשועים ולונה פארק • עסקים לטיפול לא רפואי בגוף האדם • מקומות לעריכת מופעים וירידים •כלי שיט ציבורי •רכבל • אתרי מורשת • תפילה וטקסים דתיים ייערכו בקבוצות של עד 10 אנשים כל אחת, תוך שמירת מרחק של 2 מטרים בן אדם לאדם ולא יותר מ-2 קבוצות בו זמנית. • חל איסור ביקורים במסגרות רווחה, סיעוד או בריאות, המשמשים כבתים לחיים עבור תושביהם למעט מלווה אחד לכל היותר, רצוי מלווה קבוע. מקומות עבודה: • מקומות עבודה ייערכו להמשך העברת עבודה מהבית ללא התקהלויות כלל. לעת הזאת הם יוכלו להמשיך לעבוד כל עוד הם מקפידים על קיום מרחק של שני מטרים לפחות בין העובדים בכל המקומות והמתארים בהם העובדים נמצאים. • יש להימנע מנסיעה של יותר מ-2 ברכב • איסור מוחלט על הגעת חולים למקום העבודה • חל איסור כל התכנסויות מעל 10 אנשים • משרד הבריאות ממליץ להימנע ככל הניתן משימוש בתחבורה ציבורית",,,,,,,,5.32
משרד הבריאות,Health.gov.il,1.48E+14,344604,2020-03-15 08:34:24 EET,Native Video,141,53,54,3,1,0,0,0,0,original,24783,25122,0,00:00:30,https://www.facebook.com/Health.gov.il/posts/2643325422446019,כשמדובר על נגיף הקורונה חשוב לקבל את המידע מהמקורות המוסמכים. צפו ברופאים עונים על שאלות ששאלתם בנושא. לכל העדכונים בזמן אמת היכנסו לטלגרם של משרד הבריאות: https://t.me/MOHreport,https://www.facebook.com/Health.gov.il/videos/2611567252282500/,,,,,,,-2.6
משרד החינוך,edu.gov.il,1.12E+14,276814,2020-03-15 10:28:15 EET,Native Video,49,7,13,0,0,0,0,0,0,crosspost,3858,4007,4572,00:01:27,https://www.facebook.com/edu.gov.il/posts/2971969062867863,"מנהלים וצוותי הוראה יקרים, בעקבות התפרצות נגיף הקורונה, על בית הספר לתת מענה רגשי ולימודי לתלמידים. להנהלת בית הספר תפקיד חשוב בהפחתת הלחץ וחוסר הוודאות, וזאת על ידי שמירת הרצף הלימודי. למידע נוסף היכנסו >> http://bit.ly/39SEXZ2:=:https://mosdot.education.gov.il/content/security/emergency-learning",https://www.facebook.com/edu.gov.il/videos/1248302972029097/,,,למידה מרחוק לתלמידי בתי ספר,,,,-1.43
משרד החינוך,edu.gov.il,1.12E+14,276814,2020-03-15 10:31:18 EET,Photo,9,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2971972929534143,רוני המתוקה לומדת מרחוק,https://www.facebook.com/edu.gov.il/photos/a.2971847969546639/2971972929534143/?type=3,,,למידה מרחוק,,,,-15
משרד החינוך,edu.gov.il,1.12E+14,276814,2020-03-15 11:37:58 EET,Link,18,9,7,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2972069506191152,הצרפו למפגשים מקוונים לילדי גנים הנמצאים בבידוד https://israelpreschool.wixsite.com/zoom,https://israelpreschool.wixsite.com/zoom,,,HOME | Zoom,,,,-3.54
משרד החינוך,edu.gov.il,1.12E+14,276814,2020-03-15 12:07:42 EET,Photo,98,26,42,1,0,1,0,1,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2972112249520211,"משרד החינוך ממשיך לקיים שגרת למידה באמצעות: מרחבי לימוד כיתתיים, כלים ומדריכים ליצירת מפגש כיתתי וירטואלי, חומרי הוראה – למידה ו""פעילויות לרגע של מנוחה"". היכנסו ללוח השידורים בעברית: http://bit.ly/2TREqks:=:https://pop.education.gov.il/online-learning/online-learning-hebrew/ לוח שידורים בערבית: http://bit.ly/33ll3Dx:=:https://pop.education.gov.il/online-learning/online-learning-arab/",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2972111899520246/?type=3,,,,,,,1.25
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,46446,2020-03-15 12:15:37 EET,Photo,39,40,3,0,0,2,0,1,0,,0,0,0,N/A,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/3910804712264838,"מועד הדיווח והתשלום למע""מ ידחה ל-26 במרץ שר האוצר, משה כחלון, ומנהל רשות המסים, ערן יעקב, סיכמו הבוקר על דחייה של עשרה ימים במועד הדיווח והתשלום למע""מ. צעד זה מתווסף לקרן להלוואות בערבות המדינה בהיקף 8 מיליארד שקל, שמשרד האוצר מעמיד במטרה להקל על המגזר העסקי, המתמודד עם ההשלכות הכלכליות של התפשטות וירוס הקורונה.",https://www.facebook.com/Israeli.Ministry.of.Finance/photos/a.163541316991215/3910800448931931/?type=3,,"‎'‎משרד האוצר עדכון חשוב: מועד הדיווח והתשלום למע""מ נדחה עד במרץ MARCH 26‎'‎",,,,,1.29
משרד הבריאות,Health.gov.il,1.48E+14,344604,2020-03-15 13:54:51 EET,Photo,219,36,46,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2643795945732300,הורים יקרים! בימים אלו אנו מדגישים את חשיבותה של שטיפת ידיים ושמירה על היגיינה. למדו את ילדכם כמה חשוב לשטוף ידיים במים ובסבון גם עכשיו כשהם בבית. הזכירו להם שכדאי לעשות זאת לעיתים תכופות כדי להימנע ככל האפשר מהידבקות בנגיפים. ביחד איתכם ננצח את הקורונה!,https://www.facebook.com/Health.gov.il/photos/a.210611465717439/2643795705732324/?type=3,,,,,,,-2.88
